Name,Symbol,Sector,Exchange,Country
"Carver Bancorp, Inc.",CARV,Financial Services,NCM,United States
First Trust S-Network Future Vehicles & Technology ETF,CARZ,,NGM,
"Pathward Financial, Inc.",CASH,Financial Services,NMS,United States
"CASI Pharmaceuticals, Inc.",CASI,Healthcare,NCM,China
"Cass Information Systems, Inc.",CASS,Industrials,NMS,United States
"Casey's General Stores, Inc.",CASY,Consumer Cyclical,NMS,United States
Global X S&P 500 Catholic Values ETF,CATH,,NGM,
Cathay General Bancorp,CATY,Financial Services,NMS,United States
"Colony Bankcorp, Inc.",CBAN,Financial Services,NGM,United States
"CBAK Energy Technology, Inc.",CBAT,Industrials,NCM,China
"CB Financial Services, Inc.",CBFV,Financial Services,NGM,United States
"Capital Bancorp, Inc.",CBNK,Financial Services,NMS,United States
Chain Bridge I,CBRG,Financial Services,NCM,United States
Chain Bridge I,CBRGU,Financial Services,NCM,United States
"Cracker Barrel Old Country Store, Inc.",CBRL,Consumer Cyclical,NMS,United States
"Commerce Bancshares, Inc.",CBSH,Financial Services,NMS,United States
"Cibus, Inc.",CBUS,Healthcare,NCM,United States
"Crescent Capital BDC, Inc.",CCAP,Financial Services,NGM,United States
Coastal Financial Corporation,CCB,Financial Services,NMS,United States
"Capital City Bank Group, Inc.",CCBG,Financial Services,NMS,United States
"C4 Therapeutics, Inc.",CCCC,Healthcare,NMS,United States
CCC Intelligent Solutions Holdings Inc.,CCCS,Technology,NMS,United States
Calamos Dynamic Convertible and Income Fund,CCD,Financial Services,NGM,United States
Capital Clean Energy Carriers Corp.,CCEC,Industrials,NMS,Greece
Coca-Cola Europacific Partners PLC,CCEP,Consumer Defensive,NMS,United Kingdom
Cheche Group Inc.,CCG,Communication Services,NCM,China
Cheche Group Inc.,CCGWW,Communication Services,NCM,China
Churchill Capital Corp IX,CCIX,,NGM,
Churchill Capital Corp IX,CCIXU,,NGM,
Churchill Capital Corp IX,CCIXW,,NGM,
"CareCloud, Inc.",CCLD,Healthcare,NGM,United States
"CareCloud, Inc.",CCLDO,Healthcare,NGM,United States
"CareCloud, Inc.",CCLDP,Healthcare,NGM,United States
CNB Financial Corporation,CCNE,Financial Services,NMS,United States
CNB Financial Corporation,CCNEP,Financial Services,NMS,United States
ALPS/CoreCommodity Natural Resources ETF,CCNR,,NGM,
"Cogent Communications Holdings, Inc.",CCOI,Communication Services,NMS,United States
"Cross Country Healthcare, Inc.",CCRN,Healthcare,NMS,United States
Carbon Collective Short Duration Green Bond ETF,CCSB,,NGM,
"Consensus Cloud Solutions, Inc.",CCSI,Technology,NMS,United States
Carbon Collective Climate Solutions U.S. Equity ETF,CCSO,,NGM,
CCSC Technology International Holdings Limited,CCTG,Industrials,NCM,Hong Kong
Cactus Acquisition Corp. 1 Limited,CCTS,Financial Services,NGM,United States
Cactus Acquisition Corp. 1 Limited,CCTSU,Financial Services,NGM,United States
Cactus Acquisition Corp. 1 Limited,CCTSW,Financial Services,NGM,United States
Compass Digital Acquisition Corp.,CDAQ,Financial Services,NGM,United States
Compass Digital Acquisition Corp.,CDAQU,Financial Services,NGM,United States
Compass Digital Acquisition Corp.,CDAQW,Financial Services,NGM,United States
VictoryShares US EQ Income Enhanced Volatility Wtd ETF,CDC,,NGM,
"Cardio Diagnostics Holdings, Inc.",CDIO,Healthcare,NCM,United States
"Cardio Diagnostics Holdings, Inc.",CDIOW,Healthcare,NCM,United States
VictoryShares US Large Cap High Div Volatility Wtd ETF,CDL,,NGM,
"Cardlytics, Inc.",CDLX,Communication Services,NGM,United States
"Avid Bioservices, Inc.",CDMO,Healthcare,NCM,United States
"CareDx, Inc",CDNA,Healthcare,NGM,United States
"Cadence Design Systems, Inc.",CDNS,Technology,NMS,United States
"Codere Online Luxembourg, S.A.",CDRO,Consumer Cyclical,NCM,Luxembourg
"Codere Online Luxembourg, S.A.",CDROW,Consumer Cyclical,NCM,Luxembourg
Conduit Pharmaceuticals Inc.,CDT,Healthcare,NGM,United States
CDT Environmental Technology Investment Holdings Limited,CDTG,Industrials,NCM,China
Conduit Pharmaceuticals Inc.,CDTTW,Healthcare,NCM,United States
"Cidara Therapeutics, Inc.",CDTX,Healthcare,NCM,United States
CDW Corporation,CDW,Technology,NMS,United States
ChromaDex Corporation,CDXC,Consumer Defensive,NCM,United States
"Codexis, Inc.",CDXS,Healthcare,NMS,United States
Cadiz Inc.,CDZI,Utilities,NGM,United States
Cadiz Inc.,CDZIP,Utilities,NGM,United States
CEA Industries Inc.,CEAD,Industrials,NCM,United States
CEA Industries Inc.,CEADW,Industrials,NCM,United States
CECO Environmental Corp.,CECO,Industrials,NMS,United States
Global X S&P Catholic Values Developed ex-U.S. ETF,CEFA,,NGM,
Constellation Energy Corporation,CEG,Utilities,NMS,United States
Celcuity Inc.,CELC,Healthcare,NCM,United States
"Celsius Holdings, Inc.",CELH,Consumer Defensive,NCM,United States
Celularity Inc.,CELU,Healthcare,NCM,United States
Celularity Inc.,CELUW,Healthcare,NCM,United States
"Creative Medical Technology Holdings, Inc.",CELZ,Healthcare,NCM,United States
Cenntro Inc.,CENN,Consumer Cyclical,NCM,United States
Central Garden & Pet Company,CENT,Consumer Defensive,NMS,United States
Central Garden & Pet Company,CENTA,Consumer Defensive,NMS,United States
Century Aluminum Company,CENX,Basic Materials,NMS,United States
"Cantor Equity Partners, Inc. Class A Ordinary Shares",CEP,Financial Services,NGM,United States
"CERo Therapeutics Holdings, Inc.",CERO,Healthcare,NGM,United States
"CERo Therapeutics Holdings, Inc.",CEROW,Healthcare,NCM,United States
Cerus Corporation,CERS,Healthcare,NGM,United States
"Certara, Inc.",CERT,Healthcare,NMS,United States
"Cemtrex, Inc.",CETX,Technology,NCM,United States
"Clean Energy Technologies, Inc.",CETY,Industrials,NCM,United States
"CEVA, Inc.",CEVA,Technology,NMS,United States
VictoryShares US 500 Volatility Wtd ETF,CFA,,NGM,
"CrossFirst Bankshares, Inc.",CFB,Financial Services,NMS,United States
CF Bankshares Inc.,CFBK,Financial Services,NCM,United States
C&F Financial Corporation,CFFI,Financial Services,NMS,United States
"Capitol Federal Financial, Inc.",CFFN,Financial Services,NMS,United States
CF Acquisition Corp. VII,CFFS,Financial Services,NCM,United States
CF Acquisition Corp. VII,CFFSU,Financial Services,NGM,United States
CF Acquisition Corp. VII,CFFSW,Financial Services,NCM,United States
"Confluent, Inc.",CFLT,Technology,NMS,United States
VictoryShares US 500 Enhanced Volatility Wtd ETF,CFO,,NGM,
"CFSB Bancorp, Inc.",CFSB,Financial Services,NCM,United States
The Carlyle Group Inc.,CG,Financial Services,NMS,United States
The Carlyle Group Inc. 4.625% Subordinated Notes due 2061,CGABL,,NMS,
"Carlyle Secured Lending, Inc.",CGBD,Financial Services,NMS,United States
"Carlyle Secured Lending, Inc. 8.20% Notes due 2028",CGBDL,,NGM,
Crown LNG Holdings Limited,CGBS,Energy,NCM,Jersey
Crown LNG Holdings Limited,CGBSW,Energy,NCM,Jersey
Canopy Growth Corporation,CGC,Healthcare,NMS,Canada
"Cullinan Therapeutics, Inc.",CGEM,Healthcare,NMS,United States
Compugen Ltd.,CGEN,Healthcare,NCM,Israel
Cognyte Software Ltd.,CGNT,Technology,NMS,Israel
Cognex Corporation,CGNX,Technology,NMS,United States
Calamos Global Total Return Fund,CGO,Financial Services,NGM,United States
"CG Oncology, Inc.",CGON,Healthcare,NMS,United States
"Cognition Therapeutics, Inc.",CGTX,Healthcare,NGM,United States
"Comstock Holding Companies, Inc.",CHCI,Real Estate,NCM,United States
City Holding Company,CHCO,Financial Services,NMS,United States
Churchill Downs Incorporated,CHDN,Consumer Cyclical,NMS,United States
"The Chefs' Warehouse, Inc.",CHEF,Consumer Defensive,NMS,United States
Check-Cap Ltd.,CHEK,Healthcare,NCM,Israel
Calamos Convertible Opportunities and Income Fund,CHI,Financial Services,NGM,United States
Chesapeake Energy Corporation,CHK,Energy,NMS,United States
Chesapeake Energy Corporation,CHKEL,Energy,NMS,United States
Chesapeake Energy Corporation,CHKEW,Energy,NCM,United States
Chesapeake Energy Corporation,CHKEZ,Energy,NCM,United States
Check Point Software Technologies Ltd.,CHKP,Technology,NMS,Israel
Chemung Financial Corporation,CHMG,Financial Services,NMS,United States
"China Natural Resources, Inc.",CHNR,Industrials,NCM,Hong Kong
Xtrackers Semiconductor Select Equity ETF,CHPS,,NGM,
"Cheer Holding, Inc.",CHR,Communication Services,NCM,China
Chord Energy Corporation,CHRD,Energy,NMS,United States
"Coherus BioSciences, Inc.",CHRS,Healthcare,NGM,United States
"C.H. Robinson Worldwide, Inc.",CHRW,Industrials,NMS,United States
CHS Inc.,CHSCL,Consumer Defensive,NMS,United States
CHS Inc.,CHSCM,Consumer Defensive,NMS,United States
CHS Inc.,CHSCN,Consumer Defensive,NMS,United States
CHS Inc.,CHSCO,Consumer Defensive,NMS,United States
CHS Inc.,CHSCP,Consumer Defensive,NMS,United States
Chanson International Holding,CHSN,Consumer Cyclical,NCM,China
"Charter Communications, Inc.",CHTR,Communication Services,NMS,United States
"Chuy's Holdings, Inc.",CHUY,Consumer Cyclical,NMS,United States
Calamos Global Dynamic Income Fund,CHW,Financial Services,NGM,United States
ChampionX Corporation,CHX,Energy,NMS,United States
Calamos Convertible and High Income Fund,CHY,Financial Services,NGM,United States
First Trust NASDAQ Cybersecurity ETF,CIBR,,NGM,
VictoryShares International High Div Volatility Wtd ETF,CID,,NGM,
Cipher Mining Inc.,CIFR,Financial Services,NMS,United States
Cipher Mining Inc.,CIFRW,Financial Services,NMS,United States
Colliers International Group Inc.,CIGI,Real Estate,NMS,Canada
VictoryShares International Volatility Wtd ETF,CIL,,NGM,
Cincinnati Financial Corporation,CINF,Financial Services,NMS,United States
Cingulate Inc.,CING,Healthcare,NCM,United States
Cingulate Inc.,CINGW,Healthcare,NCM,United States
CISO Global Inc.,CISO,Technology,NCM,United States
C3is Inc.,CISS,Industrials,NCM,Greece
Cartica Acquisition Corp,CITE,Financial Services,NCM,United States
Cartica Acquisition Corp,CITEU,Financial Services,NCM,United States
Cartica Acquisition Corp,CITEW,Financial Services,NCM,United States
"Civista Bancshares, Inc.",CIVB,Financial Services,NCM,United States
VictoryShares Developed Enhanced Volatility Wtd ETF,CIZ,,NGM,
"Chijet Motor Company, Inc.",CJET,Consumer Cyclical,NGM,China
"China Jo-Jo Drugstores, Inc.",CJJD,Healthcare,NCM,China
"Checkpoint Therapeutics, Inc.",CKPT,Healthcare,NCM,United States
Clarus Corporation,CLAR,Consumer Cyclical,NMS,United States
"Columbia Financial, Inc.",CLBK,Financial Services,NMS,United States
Cellebrite DI Ltd.,CLBT,Technology,NMS,Israel
Cellebrite DI Ltd.,CLBTW,Technology,NMS,Israel
"Celldex Therapeutics, Inc.",CLDX,Healthcare,NCM,United States
China Liberal Education Holdings Limited,CLEU,Consumer Defensive,NCM,China
"Clearfield, Inc.",CLFD,Technology,NGM,United States
CollPlant Biotechnologies Ltd.,CLGN,Healthcare,NGM,Israel
ClearSign Technologies Corporation,CLIR,Industrials,NCM,United States
Cellectis S.A.,CLLS,Healthcare,NGM,France
"Climb Global Solutions, Inc.",CLMB,Technology,NGM,United States
"Calumet, Inc.",CLMT,Energy,NMS,United States
Clean Energy Fuels Corp.,CLNE,Energy,NMS,United States
Clene Inc.,CLNN,Consumer Defensive,NCM,United States
Clene Inc.,CLNNW,Consumer Defensive,NCM,United States
BlackRock AAA CLO ETF,CLOA,,NGM,
Themes Cloud Computing ETF,CLOD,,NGM,
Global X Cloud Computing ETF Global X Cloud Computing ETF,CLOU,,NGM,
"Clover Health Investments, Corp.",CLOV,Healthcare,NMS,United States
CLPS Incorporation,CLPS,Technology,NGM,Hong Kong
"ClearPoint Neuro, Inc.",CLPT,Healthcare,NCM,United States
"Cellectar Biosciences, Inc.",CLRB,Healthcare,NCM,United States
ClimateRock,CLRC,Financial Services,NGM,United Kingdom
ClimateRock,CLRCR,,NGM,United Kingdom
ClimateRock,CLRCU,Financial Services,NGM,United Kingdom
ClimateRock,CLRCW,Financial Services,NGM,United Kingdom
"ClearOne, Inc.",CLRO,Technology,NCM,United States
"Clearside Biomedical, Inc.",CLSD,Healthcare,NGM,United States
"CleanSpark, Inc.",CLSK,Financial Services,NCM,United States
Cabana Target Leading Sector Moderate ETF,CLSM,,NGM,
"Catalyst Bancorp, Inc.",CLST,Financial Services,NCM,United States
Euro Tech Holdings Company Limited,CLWT,Industrials,NCM,Hong Kong
"CareMax, Inc.",CMAX,Healthcare,NMS,United States
"CareMax, Inc.",CMAXW,Healthcare,NMS,United States
Cambium Networks Corporation,CMBM,Technology,NGM,United States
Columbus McKinnon Corporation,CMCO,Industrials,NMS,United States
Comcast Corporation,CMCSA,Communication Services,NMS,United States
Creative Media & Community Trust Corporation,CMCT,Real Estate,NGM,United States
CME Group Inc.,CME,Financial Services,NMS,United States
Cumulus Media Inc.,CMLS,Communication Services,NGM,United States
Chemomab Therapeutics Ltd.,CMMB,Healthcare,NCM,Israel
Clearmind Medicine Inc.,CMND,Healthcare,NCM,Canada
"CompoSecure, Inc.",CMPO,Industrials,NGM,United States
"CompoSecure, Inc.",CMPOW,Industrials,NGM,United States
Cimpress plc,CMPR,Industrials,NMS,Ireland
COMPASS Pathways plc,CMPS,Healthcare,NMS,United Kingdom
"Compass Therapeutics, Inc.",CMPX,Healthcare,NCM,United States
"Chimerix, Inc.",CMRX,Healthcare,NGM,United States
Comtech Telecommunications Corp.,CMTL,Technology,NMS,United States
Range Cancer Therapeutics Index ETF,CNCR,,NGM,
Conduent Incorporated,CNDT,Technology,NMS,United States
ZW Data Action Technologies Inc.,CNET,Communication Services,NCM,China
CN Energy Group. Inc.,CNEY,Basic Materials,NCM,China
"Conifer Holdings, Inc.",CNFR,Financial Services,NCM,United States
"Conifer Holdings, Inc.",CNFRZ,,NGM,United States
"ConnectOne Bancorp, Inc.",CNOB,Financial Services,NMS,United States
"ConnectOne Bancorp, Inc.",CNOBP,Financial Services,NMS,United States
"Consolidated Communications Holdings, Inc.",CNSL,Communication Services,NMS,United States
"CNS Pharmaceuticals, Inc.",CNSP,Healthcare,NCM,United States
Centessa Pharmaceuticals plc,CNTA,Healthcare,NMS,United Kingdom
Connect Biopharma Holdings Limited,CNTB,Healthcare,NGM,United States
"ConnectM Technology Solutions, Inc.",CNTM,Technology,NGM,United States
Context Therapeutics Inc.,CNTX,Healthcare,NCM,United States
"Century Casinos, Inc.",CNTY,Consumer Cyclical,NCM,United States
Cineverse Corp.,CNVS,Communication Services,NCM,United States
Concentrix Corporation,CNXC,Technology,NMS,United States
"PC Connection, Inc.",CNXN,Technology,NMS,United States
"Envoy Medical, Inc.",COCH,Healthcare,NCM,United States
"Envoy Medical, Inc.",COCHW,Healthcare,NCM,United States
"The Vita Coco Company, Inc.",COCO,Consumer Defensive,NMS,United States
"Cocrystal Pharma, Inc.",COCP,Healthcare,NCM,United States
"Coda Octopus Group, Inc.",CODA,Industrials,NCM,United States
"Co-Diagnostics, Inc.",CODX,Healthcare,NCM,United States
"Coeptis Therapeutics Holdings, Inc.",COEP,Healthcare,NCM,United States
"Coeptis Therapeutics Holdings, Inc.",COEPW,,NCM,
"ChoiceOne Financial Services, Inc.",COFS,Financial Services,NCM,United States
"Cogent Biosciences, Inc.",COGT,Healthcare,NMS,United States
"Cohu, Inc.",COHU,Technology,NMS,United States
"Coinbase Global, Inc.",COIN,Financial Services,NMS,United States
"Coca-Cola Consolidated, Inc.",COKE,Consumer Defensive,NMS,United States
"Columbia Banking System, Inc.",COLB,Financial Services,NMS,United States
"Collegium Pharmaceutical, Inc.",COLL,Healthcare,NMS,United States
Columbia Sportswear Company,COLM,Consumer Cyclical,NMS,United States
"CommScope Holding Company, Inc.",COMM,Technology,NMS,United States
iShares GSCI Commodity Dynamic Roll Strategy ETF,COMT,,NGM,
GraniteShares 1x Short COIN Daily ETF,CONI,,NGM,
GraniteShares 2x Long COIN Daily ETF,CONL,,NGM,
"The Cooper Companies, Inc.",COO,Healthcare,NMS,United States
Mr. Cooper Group Inc.,COOP,Financial Services,NCM,United States
Australian Oilseeds Holdings Limited,COOT,,NGM,
Australian Oilseeds Holdings Limited,COOTW,,NGM,
Sprott Junior Copper Miners ETF,COPJ,,NGM,
Sprott Copper Miners ETF,COPP,,NGM,
Corcept Therapeutics Incorporated,CORT,Healthcare,NCM,United States
"Core Scientific, Inc.",CORZ,Technology,NMS,United States
"Core Scientific, Inc.",CORZW,Technology,NMS,United States
"Core Scientific, Inc.",CORZZ,Technology,NMS,United States
Cosmos Health Inc.,COSM,Healthcare,NCM,United States
Costco Wholesale Corporation,COST,Consumer Defensive,NMS,United States
Pacer US Large Cap Cash Cows Growth Leaders ETF,COWG,,NGM,
Amplify Cash Flow Dividend Leaders ETF,COWS,,NGM,
"Coya Therapeutics, Inc.",COYA,Healthcare,NCM,United States
Campbell Soup Company,CPB,Consumer Defensive,NMS,United States
"Central Plains Bancshares, Inc.",CPBI,Financial Services,NCM,United States
Canterbury Park Holding Corporation,CPHC,Consumer Cyclical,NGM,United States
Cumberland Pharmaceuticals Inc.,CPIX,Healthcare,NMS,United States
AB Core Plus Bond ETF,CPLS,,NGM,
"Pop Culture Group Co., Ltd",CPOP,Communication Services,NCM,China
"Copart, Inc.",CPRT,Industrials,NMS,United States
"Catalyst Pharmaceuticals, Inc.",CPRX,Healthcare,NCM,United States
CPS Technologies Corporation,CPSH,Technology,NCM,United States
"Consumer Portfolio Services, Inc.",CPSS,Financial Services,NGM,United States
"Cepton, Inc.",CPTN,Technology,NCM,United States
"Cepton, Inc.",CPTNW,Technology,NCM,United States
Calamos Long/Short Equity & Dynamic Income Term Trust,CPZ,,NGM,United States
"CRA International, Inc.",CRAI,Industrials,NMS,United States
"Corbus Pharmaceuticals Holdings, Inc.",CRBP,Healthcare,NCM,United States
"Caribou Biosciences, Inc.",CRBU,Healthcare,NMS,United States
"Cricut, Inc.",CRCT,Technology,NMS,United States
"Cardiff Oncology, Inc.",CRDF,Healthcare,NCM,United States
Cardiol Therapeutics Inc.,CRDL,Healthcare,NCM,Canada
Credo Technology Group Holding Ltd,CRDO,Technology,NMS,Cayman Islands
Smart Powerr Corp.,CREG,Utilities,NCM,China
"Cresud Sociedad Anónima, Comercial, Inmobiliaria, Financiera y Agropecuaria",CRESW,Industrials,NCM,Argentina
Carbon Revolution Public Limited Company,CREVW,Consumer Cyclical,NCM,Ireland
"Creative Realities, Inc.",CREX,Technology,NCM,United States
Freightos Limited,CRGO,Industrials,NCM,Israel
Freightos Limited,CRGOW,Industrials,NCM,Israel
"CARGO Therapeutics, Inc.",CRGX,Healthcare,NMS,United States
"Curis, Inc.",CRIS,Healthcare,NCM,United States
Crown Electrokinetics Corp.,CRKN,Basic Materials,NCM,United States
CorMedix Inc.,CRMD,Healthcare,NGM,United States
Critical Metals Corp.,CRML,Basic Materials,NGM,United States
Critical Metals Corp.,CRMLW,Basic Materials,NCM,United States
"America's Car-Mart, Inc.",CRMT,Consumer Cyclical,NMS,United States
Cerence Inc.,CRNC,Technology,NMS,United States
Ceragon Networks Ltd.,CRNT,Technology,NMS,Israel
"Crinetics Pharmaceuticals, Inc.",CRNX,Healthcare,NMS,United States
Cronos Group Inc.,CRON,Healthcare,NGM,Canada
"Crocs, Inc.",CROX,Consumer Cyclical,NMS,United States
CRISPR Therapeutics AG,CRSP,Healthcare,NGM,Switzerland
"Corsair Gaming, Inc.",CRSR,Technology,NMS,United States
Criteo S.A.,CRTO,Communication Services,NMS,France
"Cirrus Logic, Inc.",CRUS,Technology,NMS,United States
CorVel Corporation,CRVL,Financial Services,NMS,United States
CervoMed Inc.,CRVO,Healthcare,NCM,United States
"Corvus Pharmaceuticals, Inc.",CRVS,Healthcare,NGM,United States
"CrowdStrike Holdings, Inc.",CRWD,Technology,NMS,United States
"Crown Crafts, Inc.",CRWS,Consumer Cyclical,NCM,United States
VictoryShares US Small Cap Volatility Wtd ETF,CSA,,NGM,
VictoryShares US Small Cap High Div Volatility Wtd ETF,CSB,,NGM,
"Champions Oncology, Inc.",CSBR,Healthcare,NCM,United States
COSCIENS Biopharma Inc.,CSCI,Healthcare,NCM,Canada
"Cisco Systems, Inc.",CSCO,Technology,NMS,United States
VictoryShares US Discovery Enhanced Volatility Wtd ETF,CSF,,NGM,
"CoStar Group, Inc.",CSGP,Real Estate,NMS,United States
"CSG Systems International, Inc.",CSGS,Technology,NMS,United States
Canadian Solar Inc.,CSIQ,Technology,NMS,Canada
CSLM Acquisition Corp.,CSLM,Financial Services,NCM,United States
CSLM Acquisition Corp.,CSLMR,,NCM,United States
CSLM Acquisition Corp.,CSLMU,Financial Services,NCM,United States
CSLM Acquisition Corp.,CSLMW,,NCM,
"Complete Solaria, Inc.",CSLR,Technology,NGM,United States
"Complete Solaria, Inc.",CSLRW,,NCM,
CSP Inc.,CSPI,Technology,NGM,United States
Calamos Strategic Total Return Fund,CSQ,Financial Services,NGM,United States
Caesarstone Ltd.,CSTE,Industrials,NMS,Israel
"Castle Biosciences, Inc.",CSTL,Healthcare,NGM,United States
Capital Southwest Corporation,CSWC,Financial Services,NMS,United States
Capital Southwest Corporation,CSWCZ,,NMS,
"CSW Industrials, Inc.",CSWI,Industrials,NMS,United States
CSX Corporation,CSX,Industrials,NMS,United States
Cintas Corporation,CTAS,Industrials,NMS,United States
"Community Trust Bancorp, Inc.",CTBI,Financial Services,NMS,United States
Carmell Corporation,CTCX,Consumer Defensive,NCM,United States
Carmell Corporation,CTCXW,,NCM,
Global X CleanTech ETF,CTEC,,NGM,
"Charles & Colvard, Ltd.",CTHR,Consumer Cyclical,NCM,United States
"Cytek Biosciences, Inc.",CTKB,Healthcare,NMS,United States
"Cantaloupe, Inc.",CTLP,Technology,NMS,United States
"CytomX Therapeutics, Inc.",CTMX,Healthcare,NMS,United States
"Contineum Therapeutics, Inc.",CTNM,Healthcare,NMS,United States
Cheetah Net Supply Chain Service Inc.,CTNT,Consumer Cyclical,NCM,United States
"Citius Oncology, Inc.",CTOR,,NCM,
Castor Maritime Inc.,CTRM,Industrials,NCM,Cyprus
"Citi Trends, Inc.",CTRN,Consumer Cyclical,NMS,United States
Cognizant Technology Solutions Corporation,CTSH,Technology,NMS,United States
Cytosorbents Corporation,CTSO,Healthcare,NCM,United States
"Citius Pharmaceuticals, Inc.",CTXR,Healthcare,NCM,United States
Lionheart Holdings,CUB,,NGM,
The Herzfeld Caribbean Basin Fund Inc.,CUBA,Financial Services,NGM,United States
Lionheart Holdings,CUBWU,,NGM,
Lionheart Holdings,CUBWW,,NGM,
"Cue Biopharma, Inc.",CUE,Healthcare,NCM,United States
CuriosityStream Inc.,CURI,Communication Services,NCM,United States
CuriosityStream Inc.,CURIW,Communication Services,NCM,United States
CURRENC Group Inc.,CURR,,NGM,
"Cutera, Inc.",CUTR,Healthcare,NMS,United States
CureVac N.V.,CVAC,Healthcare,NGM,Germany
CVB Financial Corp.,CVBF,Financial Services,NMS,United States
"Cavco Industries, Inc.",CVCO,Consumer Cyclical,NMS,United States
"Commercial Vehicle Group, Inc.",CVGI,Consumer Cyclical,NMS,United States
"Calavo Growers, Inc.",CVGW,Consumer Defensive,NMS,United States
"Cadrenal Therapeutics, Inc.",CVKD,Healthcare,NCM,United States
"Commvault Systems, Inc.",CVLT,Technology,NMS,United States
"CVRx, Inc.",CVRX,Healthcare,NMS,United States
CVD Equipment Corporation,CVV,Industrials,NCM,United States
Community West Bancshares,CWBC,Financial Services,NCM,United States
Consolidated Water Co. Ltd.,CWCO,Utilities,NMS,Cayman Islands
CaliberCos Inc.,CWD,Financial Services,NCM,United States
"Casella Waste Systems, Inc.",CWST,Industrials,NMS,United States
CXApp Inc.,CXAI,Technology,NCM,United States
CXApp Inc.,CXAIW,,NCM,
"Crexendo, Inc.",CXDO,Communication Services,NCM,United States
WisdomTree China ex-State-Owned Enterprises Fund,CXSE,,NGM,
CyberArk Software Ltd.,CYBR,Technology,NMS,Israel
"Cyclacel Pharmaceuticals, Inc.",CYCC,Healthcare,NCM,United States
"Cyclacel Pharmaceuticals, Inc.",CYCCP,Healthcare,NCM,United States
"Cyclerion Therapeutics, Inc.",CYCN,Healthcare,NCM,United States
Cyngn Inc.,CYN,Technology,NCM,United States
"Cryoport, Inc.",CYRX,Industrials,NCM,United States
"Cyclo Therapeutics, Inc.",CYTH,Healthcare,NCM,United States
"Cyclo Therapeutics, Inc.",CYTHW,Healthcare,NCM,United States
"Cytokinetics, Incorporated",CYTK,Healthcare,NMS,United States
Altamira Therapeutics Ltd.,CYTO,Healthcare,NCM,Bermuda
Themes Natural Monopoly ETF,CZAR,,NGM,
"Citizens Financial Services, Inc.",CZFS,Financial Services,NCM,United States
Citizens & Northern Corporation,CZNC,Financial Services,NCM,United States
"Caesars Entertainment, Inc.",CZR,Consumer Cyclical,NMS,United States
"Citizens Community Bancorp, Inc.",CZWI,Financial Services,NGM,United States
Dada Nexus Limited,DADA,Consumer Cyclical,NMS,China
Data I/O Corporation,DAIO,Technology,NCM,United States
"Daktronics, Inc.",DAKT,Technology,NMS,United States
First Trust Dorsey Wright DALI 1 ETF,DALI,,NGM,
DallasNews Corporation,DALN,Communication Services,NCM,United States
VanEck Digital Transformation ETF,DAPP,,NGM,
"Daré Bioscience, Inc.",DARE,Healthcare,NCM,United States
"DoorDash, Inc.",DASH,Communication Services,NMS,United States
"DatChat, Inc.",DATS,Technology,NCM,United States
"DatChat, Inc.",DATSW,Technology,NCM,United States
Dave Inc.,DAVE,Technology,NGM,United States
Dave Inc.,DAVEW,Technology,NGM,United States
"Day One Biopharmaceuticals, Inc.",DAWN,Healthcare,NMS,United States
Global X DAX Germany ETF,DAX,,NGM,
"Digital Brands Group, Inc.",DBGI,Consumer Cyclical,NCM,United States
"Digital Brands Group, Inc.",DBGIW,Consumer Cyclical,NCM,United States
DBV Technologies S.A.,DBVT,Healthcare,NCM,France
"Dropbox, Inc.",DBX,Technology,NMS,United States
Unity Wealth Partners Dynamic Capital Appreciation & Options ETF,DCAP,,NGM,
Docebo Inc.,DCBO,Technology,NMS,Canada
DocGo Inc.,DCGO,Healthcare,NCM,United States
"Dime Community Bancshares, Inc.",DCOM,Financial Services,NMS,United States
"Dime Community Bancshares, Inc.",DCOMG,,NGM,United States
"Dime Community Bancshares, Inc.",DCOMP,Financial Services,NMS,United States
"Delcath Systems, Inc.",DCTH,Healthcare,NCM,United States
"DoubleDown Interactive Co., Ltd.",DDI,Communication Services,NMS,South Korea
First Trust Dorsey Wright Momentum & Dividend ETF,DDIV,,NGM,
"Datadog, Inc.",DDOG,Technology,NMS,United States
Denali Capital Acquisition Corp.,DECA,Financial Services,NGM,United States
Denali Capital Acquisition Corp.,DECAU,Financial Services,NGM,United States
Denali Capital Acquisition Corp.,DECAW,Financial Services,NGM,United States
Democratic Large Cap Core ETF,DEMZ,,NGM,
Denny's Corporation,DENN,Consumer Cyclical,NCM,United States
Journey Medical Corporation,DERM,Healthcare,NCM,United States
Dimensional Global Core Plus Fixed Income ETF,DFGP,,NGM,
Dimensional Global Ex US Core Fixed Income ETF,DFGX,,NGM,
Dragonfly Energy Holdings Corp.,DFLI,Industrials,NCM,United States
Dragonfly Energy Holdings Corp.,DFLIW,Industrials,NCM,United States
Dimensional Global Credit ETF,DGCB,,NGM,
Digihost Technology Inc.,DGHI,Financial Services,NCM,United States
Donegal Group Inc.,DGICA,Financial Services,NMS,United States
Donegal Group Inc.,DGICB,Financial Services,NMS,United States
Digi International Inc.,DGII,Technology,NMS,United States
"Digital Ally, Inc.",DGLY,Communication Services,NCM,United States
WisdomTree Emerging Markets Quality Dividend Growth Fund,DGRE,,NGM,
WisdomTree U.S. SmallCap Quality Dividend Growth Fund,DGRS,,NGM,
